Rv0230c	php	274987	275963	977	1
Rv0231	fadE4	275964	277764	-94	1707
Rv0232	Rv0232	277765	278584	-134	686
Rv0233	nrdB	278585	279529	1	945
Rv0234c	gabD1	279605	281165	1536	-25
Rv0235c	.	281166	282648	1449	-34
Rv0236c	aftD	282649	286897	4203	-46
Rv0236A	.	286898	287071	174	1
Rv0237	lpqI	287072	288352	-114	1167
Rv0238	Rv0238	288353	289042	-75	615
Rv0239	vapB24	289043	289337	-61	234
Rv0240	vapC24	289338	289782	-7	438
Rv0241c	htdX	289812	290664	843	-10
Rv0242c	fabG4	290665	292029	1365	1
Rv0243	fadA2	292030	293493	-141	1323
F6	F6	293494	293705	-110	102
Rv0244c	fadE5	293798	295633	1836	1
Rv0245	Rv0245	295634	296493	-371	489
Rv0246	Rv0246	296494	298115	-315	1307
Rv0247c	.	298116	298862	747	1
Rv0248c	.	298863	300833	1941	-30
Rv0249c	.	300834	301734	822	-79
Rv0250c	.	301735	302172	294	-144
Rv0251c	hsp	302173	302652	480	1
Rv0252	nirB	302653	305427	-213	2562
Rv0253	nirD	305428	305809	-25	357
Rv0254c	cobU	305825	306373	525	-24
Rv0255c	cobQ1	306374	307876	1485	-18
Rv0256c	PPE2	307877	309547	1671	1
Rv0257	Rv0257	309548	310073	-151	375
Rv0258c	.	310294	310773	456	-24
Rv0259c	.	310774	311517	744	1
Rv0260c	.	311518	312758	1142	-99
Rv0261c	narK3	312759	314308	1410	-140
Rv0262c	aac	314309	314863	546	-9
Rv0263c	.	314864	315782	903	-16
Rv0264c	.	315783	316510	633	-95
Rv0265c	.	316511	317524	993	-21
Rv0266c	oplA	317525	321154	3630	1
Rv0267	narU	321155	322722	-176	1392
Rv0268c	.	322764	323337	510	-64
Rv0269c	.	323338	324531	1194	1
Rv0270	fadD2	324532	326249	-35	1683
Rv0271c	fadE6	326266	328574	2196	-113
Rv0272c	.	328575	329708	1134	1
Rv0273c	.	329709	330325	617	1
Rv0274	Rv0274	330326	331003	-96	582
Rv0275c	.	331004	331658	655	1
Rv0276	Rv0276	331659	332668	-89	921
Rv0277c	vapC25	332708	333159	429	-23
Rv0277A	vapB25	333160	333436	258	-19
Rv0278c	PE_PGRS3	333437	336559	2874	-249
Rv0279c	PE_PGRS4	336560	339073	2514	1
Rv0280	PPE3	339074	340974	-290	1611
Rv0281	Rv0281	340975	341906	-23	909
Rv0282	eccA3	341907	344025	-223	1896
Rv0283	eccB3	344026	345634	5	1613
Rv0284	eccC3	345635	349623	1	3989
Rv0285	PE5	349624	349932	1	309
Rv0286	PPE4	349933	351476	-2	1542
Rv0287	esxG	351477	351818	-48	294
Rv0288	esxH	351819	352138	-29	291
Rv0289	espG3	352139	353036	-10	888
Rv0290	eccD3	353037	354497	-46	1415
Rv0291	mycP3	354498	355883	1	1386
Rv0292	eccE3	355884	356861	5	982
Rv0293c	.	356862	358064	1203	1
Rv0294	tam	358065	358956	-106	786
Rv0295c	.	358957	359757	792	-9
Rv0296c	.	359758	361155	1398	1
Rv0297	PE_PGRS5	361156	363109	-178	1776
Rv0298	Rv0298	363110	363479	-142	228
Rv0299	.	363480	363778	5	303
Rv0300	vapB2	363779	364043	-47	218
Rv0301	vapC2	364044	364469	1	426
Rv0302	Rv0302	364470	365233	-135	629
Rv0303	.	365234	366142	1	909
Rv0304c	PPE5	366150	372819	6615	-55
Rv0305c	PPE6	372820	375711	2892	1
Rv0306	Rv0306	375712	376572	-202	659
Rv0307c	.	376573	377055	483	1
Rv0308	Rv0308	377056	377829	-57	717
Rv0309	Rv0309	377830	378587	-101	657
Rv0310c	.	378657	379148	492	1
Rv0311	Rv0311	379149	380401	-23	1230
Rv0312	Rv0312	380402	382418	-154	1863
Rv0313	Rv0313	382419	382876	-71	387
Rv0314c	.	382879	383541	663	1
Rv0315	Rv0315	383542	384486	-60	885
Rv0316	Rv0316	384487	385149	-48	615
Rv0317c	glpQ2	385173	386203	771	-260
glyU	glyU	386204	386304	71	-30
Rv0318c	.	386305	387099	795	1
Rv0319	pcp	387100	387816	-48	669
Rv0320	Rv0320	387817	388550	-71	663
Rv0321	dcd	388551	389154	-31	573
Rv0322	udgA	389155	390591	-105	1332
Rv0323c	.	390592	391251	660	1
Rv0324	Rv0324	391252	392032	-100	681
Rv0325	Rv0325	392033	392263	-6	225
Rv0326	Rv0326	392264	392695	-9	423
Rv0327c	cyp135A1	392696	394045	1350	1
Rv0328	Rv0328	394046	394713	-65	603
Rv0329c	.	394714	395346	607	-26
Rv0330c	.	395347	396087	741	1
Rv0331	Rv0331	396088	397367	-113	1167
Rv0332	Rv0332	397368	398227	-74	786
Rv0333	Rv0333	398228	398628	-26	375
Rv0334	rmlA	398629	399524	-29	867
Rv0335c	PE6	399535	400050	516	1
Rv0336	Rv0336	400051	401703	-141	1512
Rv0337c	aspC	401873	403192	1290	-30
Rv0338c	.	403193	405949	2649	-108
Rv0339c	.	405950	408448	2499	1
Rv0340	Rv0340	408449	409173	-185	540
Rv0341	iniB	409174	410801	-188	1440
Rv0342	iniA	410802	412756	-36	1919
Rv0343	iniC	412757	414238	1	1482
Rv0344c	lpqJ	414381	414941	561	1
Rv0345	Rv0345	414942	415460	-108	411
Rv0346c	ansP2	415502	416965	1464	1
Rv0347	Rv0347	416966	418290	-338	987
Rv0348	Rv0348	418291	418946	-2	654
Rv0349	Rv0349	418947	419608	-2	660
Rv0350	dnaK	419609	421708	-226	1874
Rv0351	grpE	421709	422416	1	708
Rv0352	dnaJ1	422417	423638	-35	1187
Rv0353	hspR	423639	424019	1	381
Rv0354c	PPE7	424269	424777	426	-82
Rv0355c	PPE8	424778	434830	9903	-150
Rv0356c	.	434831	435475	645	1
Rv0357c	purA	435476	436770	1295	1
Rv0358	Rv0358	436771	437508	-90	648
Rv0359	Rv0359	437509	438298	-10	780
Rv0360c	.	438303	438740	438	1
Rv0361	Rv0361	438741	439650	-82	828
Rv0362	mgtE	439651	441254	-221	1383
Rv0363c	fba	441266	442300	1035	1
Rv0364	Rv0364	442301	443067	-95	672
Rv0365c	.	443068	444222	1131	-24
Rv0366c	.	444223	444844	594	-28
Rv0367c	.	444845	445314	390	-80
Rv0368c	.	445315	446531	1212	-5
Rv0369c	.	446532	447147	516	-100
Rv0370c	.	447148	448044	897	1
Rv0371c	.	448045	448630	590	5
Rv0372c	.	448631	449404	756	-18
Rv0373c	.	449405	451800	2400	5
Rv0374c	.	451801	452294	480	-14
Rv0375c	.	452295	453230	861	-75
Rv0376c	.	453231	454373	1143	1
Rv0377	Rv0377	454374	455387	-48	966
Rv0378	Rv0378	455388	455859	-250	222
Rv0379	secE2	455860	456193	-118	216
Rv0380c	.	456269	456915	552	-95
Rv0381c	.	456916	457841	909	-17
Rv0382c	pyrE	457842	458461	540	-80
Rv0383c	.	458462	459456	855	-140
Rv0384c	clpB	459457	462003	2547	1
Rv0385	Rv0385	462004	463308	-132	1173
Rv0386	Rv0386	463309	466669	-103	3258
Rv0387c	.	466673	467459	735	-52
Rv0388c	PPE9	467460	468004	543	1
Rv0389	purT	468005	469593	-333	1256
Rv0390	.	469594	470016	1	423
Rv0391	metZ	470017	471233	5	1221
Rv0392c	ndhA	471234	472642	1409	1
Rv0393	Rv0393	472643	474109	-141	1326
Rv0394c	.	474125	474844	720	1
Rv0395	Rv0395	474845	475347	-98	405
Rv0396	Rv0396	475348	475745	-5	393
Rv0397	Rv0397	475746	476187	-73	369
Rv0397A	Rv0397A	476188	476645	-209	249
Rv0398c	.	476682	477329	642	-6
Rv0399c	lpqK	477330	478568	1230	-9
Rv0400c	fadE7	478569	479756	1188	1
Rv0401	Rv0401	479757	480163	-35	372
Rv0402c	mmpL1	480358	483230	2877	5
Rv0403c	mmpS1	483231	483659	429	1
Rv0404	fadD30	483660	485737	-320	1758
Rv0405	pks6	485738	489889	5	4156
Rv0406c	.	489890	490708	819	1
Rv0407	fgd1	490709	491788	-77	1003
Rv0408	pta	491789	493853	1	2065
Rv0409	ackA	493854	495011	1	1158
Rv0410c	pknG	495065	497316	2253	2
Rv0411c	glnH	497317	498303	987	1
Rv0412c	.	498304	499622	1319	1
Rv0413	mutT3	499623	500369	-93	654
Rv0414c	thiE	500370	501021	652	1
Rv0415	thiO	501022	502173	-129	1023
Rv0416	thiS	502174	502376	5	207
Rv0417	thiG	502377	503127	9	759
Rv0418	lpqL	503128	505001	-371	1503
Rv0419	lpqM	505002	506563	-87	1475
Rv0420c	.	506564	507134	411	-160
Rv0421c	.	507135	507764	630	1
Rv0422c	thiD	507765	508584	794	-26
Rv0423c	thiC	508585	510379	1644	-151
Rv0424c	.	510380	510704	276	-49
Rv0425c	ctpH	510705	515375	4620	-51
Rv0426c	.	515376	516019	444	-200
Rv0427c	xthA	516020	516897	876	-2
Rv0428c	.	516898	517806	909	1
Rv0429c	def	517807	518399	593	1
Rv0430	Rv0430	518400	519044	-336	309
Rv0431	Rv0431	519045	519570	-31	495
Rv0432	sodC	519571	520326	-32	-1
Rv0433	.	520327	521457	1	1131
Rv0434	Rv0434	521458	522170	-59	654
Rv0435c	.	522350	524536	2187	1
Rv0436c	pssA	524537	525389	857	5
Rv0437c	psd	525390	526145	696	-60
Rv0438c	moeA2	526146	527381	1218	-18
Rv0439c	.	527382	528317	936	1
Rv0440	groEL2	528318	530233	-293	1623
Rv0441c	.	530299	530753	429	-26
Rv0442c	PPE10	530754	532217	1464	1
Rv0443	Rv0443	532218	532914	-181	516
Rv0444c	rskA	533094	533835	699	-43
Rv0445c	sigK	533836	534447	564	-48
Rv0446c	.	534448	535226	771	-8
Rv0447c	ufaA1	535227	536510	1284	1
Rv0448c	.	536511	537231	662	-59
Rv0449c	.	537232	538590	1320	-39
Rv0450c	mmpL4	538591	541494	2904	1
Rv0451c	mmpS4	541495	541913	419	1
Rv0452	Rv0452	541914	542855	-231	711
Rv0453	PPE11	542856	544733	-321	1557
Rv0454	Rv0454	544734	545188	-104	351
Rv0455c	.	545378	545891	447	-67
Rv0456c	echA2	545892	547078	915	-272
Rv0456A	mazF1	547079	547346	282	15
Rv0456B	mazE1	547347	547588	174	-68
Rv0457c	.	547589	549610	2022	1
Rv0458	Rv0458	549611	551201	-67	1524
Rv0459	.	551202	551692	2	492
Rv0460	Rv0460	551693	551991	-59	240
Rv0461	Rv0461	551992	552553	-37	525
Rv0462	lpdC	552554	554011	-63	1395
Rv0463	Rv0463	554012	554312	-7	294
Rv0464c	.	554316	554884	573	5
Rv0465c	.	554885	556309	1425	1
Rv0466	Rv0466	556310	557255	-151	795
Rv0467	icl1	557256	558816	-274	1287
Rv0468	fadB2	558817	559758	-81	861
Rv0469	umaA	559759	560751	-132	861
Rv0470c	pcaA	560851	561856	864	-142
Rv0470A	.	561857	562227	441	71
Rv0471c	.	562228	562725	489	-9
Rv0472c	.	562726	563430	705	1
Rv0473	Rv0473	563431	564937	-136	1371
Rv0474	Rv0474	564938	565446	-86	423
Rv0475	hbhA	565447	566399	-353	600
Rv0476	Rv0476	566400	566774	-111	264
Rv0477	Rv0477	566775	567225	-4	447
Rv0478	deoC	567226	567899	2	675
Rv0479c	.	567924	568970	1047	1
Rv0480c	.	568971	569990	839	-181
Rv0481c	.	569991	570515	525	1
Rv0482	murB	570516	571651	-26	1110
Rv0483	lprQ	571652	573048	-61	1336
Rv0484c	.	573049	573804	756	1
Rv0485	Rv0485	573805	575072	-182	1086
Rv0486	mshA	575073	576789	-278	1439
Rv0487	.	576790	577341	1	552
Rv0488	Rv0488	577342	578272	-325	606
Rv0489	gpm1	578273	579178	-156	750
Rv0490	senX3	579179	580584	-173	1233
Rv0491	regX3	580585	581491	-227	680
Rv0492c	.	581492	583377	1890	5
Rv0492A	.	583378	583707	330	1
Rv0493c	.	583708	584693	986	1
Rv0494	Rv0494	584694	585426	-4	729
Rv0495c	.	585427	586317	891	1
Rv0496	Rv0496	586318	587383	-79	987
Rv0497	.	587384	588312	5	933
Rv0498	Rv0498	588313	589170	-15	843
Rv0499	Rv0499	589171	590061	-15	876
Rv0500	proC	590062	590973	-24	888
Rv0500A	Rv0500A	590974	591350	-140	237
Rv0500B	Rv0500B	591351	591579	-127	102
Rv0501	galE2	591580	592787	-77	1131
Rv0502	Rv0502	592788	593870	-6	1077
Rv0503c	cmaA2	593874	594804	909	-22
Rv0504c	.	594805	595466	501	-161
Rv0505c	serB1	595467	596588	1122	1
Rv0506	mmpS2	596589	597205	-173	444
Rv0507	mmpL2	597206	600100	5	2899
Rv0508	.	600101	600394	1	294
Rv0509	hemA	600395	601850	-49	1407
Rv0510	hemC	601851	602789	-9	930
Rv0511	hemD	602790	604519	-32	1698
Rv0512	hemB	604520	605594	-85	990
Rv0513	Rv0513	605595	606155	-12	549
Rv0514	.	606156	606451	5	300
Rv0515	Rv0515	606452	608061	-102	1508
Rv0516c	.	608062	608538	477	1
Rv0517	Rv0517	608539	610059	-210	1311
Rv0518	Rv0518	610060	610886	-131	696
Rv0519c	.	611175	612077	903	1
Rv0520	Rv0520	612078	612608	-180	351
Rv0521	.	612609	612906	9	306
Rv0522	gabP	612907	614328	-134	1288
Rv0523c	.	614329	614724	396	1
Rv0524	hemL	614725	616226	-113	1389
Rv0525	.	616227	616834	2	609
Rv0526	Rv0526	616835	617495	-14	647
Rv0527	ccdA	617496	618275	1	780
Rv0528	Rv0528	618276	619897	-32	1590
Rv0529	ccsA	619898	620868	5	975
Rv0530	Rv0530	620869	622127	-41	1218
Rv0530A	.	622128	622285	158	1
Rv0531	Rv0531	622286	622649	-46	318
Rv0532	PE_PGRS6	622650	624580	-146	1785
Rv0533c	fabH	624581	625564	903	-81
Rv0534c	menA	625565	626443	879	1
Rv0535	pnp	626444	627250	-16	791
Rv0536	galE3	627251	628291	1	1041
Rv0537c	.	628301	629734	1434	1
Rv0538	Rv0538	629735	631689	-308	1647
Rv0539	Rv0539	631690	632374	-56	629
Rv0540	.	632375	633037	1	663
Rv0541c	.	633058	634418	1350	-11
Rv0542c	menE	634419	635575	1089	-68
Rv0543c	.	635576	635937	303	-59
Rv0544c	.	635938	636216	279	1
Rv0545c	pitA	636217	637585	1250	-119
Rv0546c	.	637586	638034	387	-62
Rv0547c	.	638035	639014	885	-95
Rv0548c	menB	639015	640230	945	-271
Rv0549c	vapC3	640231	640644	414	1
Rv0550c	vapB3	640645	641098	263	-191
Rv0551c	fadD8	641099	642814	1716	1
Rv0552	Rv0552	642815	644496	-77	1605
Rv0553	menC	644497	645473	5	981
Rv0554	bpoC	645474	646258	5	789
Rv0555	menD	646259	647965	-42	1665
Rv0556	.	647966	648477	5	516
Rv0557	mgtA	648478	649675	-61	1137
Rv0558	menH	649676	650396	-16	705
Rv0559c	.	650410	650781	339	-33
Rv0560c	.	650782	651531	726	-24
Rv0561c	.	651532	652758	1227	1
Rv0562	grcC1	652759	653781	-15	1008
Rv0563	htpX	653782	654742	-100	861
Rv0564c	gpdA1	654927	656012	1026	-60
Rv0565c	.	656013	657550	1461	-77
Rv0566c	.	657551	658042	492	1
tyrT	tyrT	658043	658192	-69	81
Rv0567	Rv0567	658193	659343	-131	1020
Rv0568	cyp135B1	659344	660871	-109	1419
Rv0569	Rv0569	660872	661272	-134	267
Rv0570	nrdZ	661273	663376	-25	2079
Rv0571c	.	663490	665044	1332	-223
Rv0572c	.	665045	665853	342	-467
Rv0573c	pncB2	665854	667254	1392	-9
Rv0574c	.	667255	668581	1143	-184
Rv0575c	.	668582	669748	1167	1
Rv0576	Rv0576	669749	671155	-102	1305
Rv0577	TB27.3	671156	671954	-13	786
Rv0578c	PE_PGRS7	671999	675919	3921	1
Rv0579	Rv0579	675920	676999	-321	759
Rv0580c	.	677128	677619	492	1
Rv0581	vapB26	677620	677924	-93	212
Rv0582	vapC26	677925	678332	1	408
Rv0583c	lpqN	678392	679078	687	1
Rv0584	Rv0584	679079	681865	-153	2634
Rv0585c	.	681888	684275	2388	1
Rv0586	mce2R	684276	685131	-137	719
Rv0587	yrbE2A	685132	685930	1	-1
Rv0588	yrbE2B	685931	686818	1	888
Rv0589	mce2A	686819	688038	-5	1215
Rv0590	mce2B	688039	688862	5	828
Rv0590A	.	688863	689065	53	255
Rv0591	mce2C	689066	690503	5	1442
Rv0592	mce2D	690504	692030	1	1527
Rv0593	lprL	692031	693235	5	1209
Rv0594	mce2F	693236	694790	-4	1551
Rv0595c	vapC4	694842	695230	393	5
Rv0596c	vapB4	695231	695670	258	-182
Rv0597c	.	695671	697156	1236	-250
Rv0598c	vapC27	697157	697566	414	5
Rv0599c	vapB27	697567	697906	237	-103
Rv0600c	.	697907	698526	507	-113
Rv0601c	.	698527	699040	471	-43
Rv0602c	tcrA	699041	699802	762	1
Rv0603	Rv0603	699803	700170	-56	312
Rv0604	lpqO	700171	701192	-71	951
Rv0605	Rv0605	701193	702018	-216	-1
Rv0606	.	702019	702762	1	744
Rv0607	Rv0607	702763	703202	-53	387
Rv0608	vapB28	703203	703492	-44	246
Rv0609	vapC28	703493	703832	5	344
Rv0609A	.	703833	704060	1	228
B55	B55	704061	704250	-129	61
Rv0610c	.	704755	705963	1158	-51
Rv0611c	.	705964	706326	384	22
Rv0612	.	706327	706932	1	606
Rv0613c	.	706951	709518	2568	1
Rv0614	.	709519	710347	161	989
Rv0615	.	710348	710590	1	243
Rv0616c	.	710591	710784	263	70
Rv0616A	vapB29	710785	711012	1	228
Rv0617	vapC29	711013	711410	5	402
Rv0618	galTa	711411	712234	-128	696
Rv0619	galTb	712235	712718	59	542
Rv0620	galK	712719	713810	1	1092
